0.7761,0.8370,0.8096,0.6410
0.8406,0.9079,0.8246,0.7072
0.8266,0.9472,0.8291,0.7856
0.6844,0.7486,0.6660,0.5738
0.6844,0.7486,0.6664,0.5738
0.8443,0.6757,0.8528,0.8468
0.9997,0.9997,0.9987,0.9919
0.9825,0.9920,0.9830,0.9749


























