0.8361,0.8076,0.7468
0.9103,0.9436,0.9312
0.9483,0.9271,0.9383
0.8048,0.7897,0.7790
0.7511,0.6730,0.6890
0.9383,0.9349,0.9317
0.8443,0.8004,0.6681
