0.8473,0.8505,0.8508,0.8516,0.8452
0.9348,0.9354,0.9348,0.9247,0.9235
0.9456,0.9440,0.9462,0.9543,0.9542
0.8134,0.8154,0.8149,0.8125,0.8062
0.6924,0.6916,0.7050,0.7509,0.7531
